model,language,dimension,test,label,effect_size,ci_95_lower,ci_95_upper,p_value,statistic,significant_005,significant_001,p_bonferroni,significant_bonferroni_005
bge-m3,es,race_ethnicity,WEAT_race_moroccan,Race: Moroccan,1.7113078920848444,1.6386312932419775,1.8581002223455716,0.0054,0.196247398853302,True,True,0.0378,True
bge-m3,es,race_ethnicity,WEAT_race_latino,Race: Latin American,0.09488882728063151,-0.8977313298093046,1.5707420620650367,0.4506,0.005745202302932739,False,False,0.9012,False
bge-m3,es,race_ethnicity,WEAT_race_roma,Race: Roma,1.1502288781376504,0.5926849069753737,1.6184783029867003,0.0252,0.0772877037525177,True,False,0.1008,False
bge-m3,es,race_ethnicity,WEAT_race_subsaharan,Race: Sub-Saharan,1.5556857856537365,1.371051488009374,1.8185086948853044,0.0054,0.19422084093093872,True,True,0.0378,True
bge-m3,es,sentiment,WEAT1_flowers_insects,Sentiment: flowers/insects,0.9838446274450335,0.2628219455395051,1.5744832907122353,0.0148,0.1970941126346588,True,False,0.07400000000000001,False
bge-m3,es,sentiment,WEAT2_instruments_weapons,Sentiment: instruments/weapons,0.19974448346413376,-0.3420861806472713,0.7420485464698564,0.2382,0.07382503151893616,False,False,0.7146,False
bge-m3,fr,gender,WEAT6_professions,Gender: professions,0.685272560125181,-0.11848818845376473,1.2413782048543474,0.0614,0.2200811207294464,False,False,0.2296,False
bge-m3,fr,race_ethnicity,WEAT_race_maghrebi,Race: Maghrebi,0.6169362763903692,-0.7343709258691169,1.4270285948132166,0.181,0.06162524223327637,False,False,0.362,False
bge-m3,fr,race_ethnicity,WEAT_race_subsaharan,Race: Sub-Saharan,1.094999505513339,0.28195310111908983,1.6729216951986323,0.0418,0.13767260313034058,True,False,0.209,False
bge-m3,fr,race_ethnicity,WEAT_race_muslim,Race: Muslim,1.0344399570599987,0.20936283937228758,1.5965993492076767,0.0574,0.129680335521698,False,False,0.2296,False
bge-m3,fr,race_ethnicity,WEAT_race_asian,Race: Asian,0.5547350436432539,-0.7386439253924605,1.4459564674493812,0.2078,0.05576708912849426,False,False,0.362,False
bge-m3,fr,sentiment,WEAT1_flowers_insects,Sentiment: flowers/insects,1.12068139918579,0.5556739002375604,1.5625023890178458,0.005,0.20987588167190552,True,True,0.03,True
bge-m3,fr,sentiment,WEAT2_instruments_weapons,Sentiment: instruments/weapons,0.7494941180130924,0.2597231449930196,1.1759373144264527,0.0038,0.33516690135002136,True,True,0.0266,True
bge-m3,pt,gender,WEAT6_professions,Gender: professions,0.2252071827783812,-0.6506610706022592,1.0553641958296347,0.2958,0.05913946032524109,False,False,0.5232,False
bge-m3,pt,race_ethnicity,WEAT_race_adjectives,Race: adjectives,1.62294438078147,1.3420785951547924,1.8524504685443557,0.009,0.14959537982940674,True,True,0.045,True
bge-m3,pt,race_ethnicity,SEAT_race_professions,Race: professions (SEAT),0.4806081244712432,-0.7841697040855289,1.4577201021967323,0.2324,0.049438804388046265,False,False,0.5232,False
bge-m3,pt,race_ibge,IBGE_sentiment_amarela,IBGE: branca/amarela (sent.),1.278255888242264,0.7100109151098043,1.7539883254524282,0.003,0.18989238142967224,True,True,0.021,True
bge-m3,pt,race_ibge,IBGE_sentiment_parda,IBGE: branca/parda (sent.),1.4173223273252775,1.0423956391451488,1.7241142771812468,0.0,0.28022778034210205,True,True,0.0,True
bge-m3,pt,race_ibge,IBGE_sentiment_preta,IBGE: branca/preta (sent.),1.344009149126959,0.831945365927534,1.7630263763267713,0.0034,0.21918350458145142,True,True,0.021,True
bge-m3,pt,race_ibge,IBGE_sentiment_indigena,IBGE: branca/indígena (sent.),1.268220053600553,0.68918519876086,1.7069105245535046,0.0036,0.21780025959014893,True,True,0.021,True
bge-m3,pt,race_ibge,IBGE_status_amarela,IBGE: branca/amarela (status),0.630660889742192,-0.29156900614823456,1.385291643939416,0.1068,0.15762737393379211,False,False,0.2136,False
bge-m3,pt,race_ibge,IBGE_status_parda,IBGE: branca/parda (status),0.9956526503569152,0.2738698782957754,1.5697075996443344,0.017,0.19772517681121826,True,False,0.068,False
bge-m3,pt,race_ibge,IBGE_status_preta,IBGE: branca/preta (status),0.5207799006182297,-0.40290451465382915,1.3993671261079048,0.1598,0.15181320905685425,False,False,0.2136,False
bge-m3,pt,race_ibge,IBGE_status_indigena,IBGE: branca/indígena (status),0.9659144666956035,0.19393660765138254,1.5891260438572763,0.0222,0.21091228723526,True,False,0.068,False
bge-m3,pt,regionalism,WEAT_region_adjectives,Regionalism: adjectives,0.16999940492746965,-0.7550094134913888,1.1643034103625634,0.3608,0.02125975489616394,False,False,0.3608,False
bge-m3,pt,sentiment,WEAT1_flowers_insects,Sentiment: flowers/insects,0.4261983054755736,-0.4191946378524765,1.3095739225648353,0.173,0.08550459146499634,False,False,0.5232,False
bge-m3,pt,sentiment,WEAT2_instruments_weapons,Sentiment: instruments/weapons,0.5053433778270479,-0.373233878858509,1.1832245474597871,0.1308,0.10278487205505371,False,False,0.5232,False
bge-m3,pt,race_ibge,SEAT_ibge_sentiment_branca_amarela,SEAT IBGE: branca/amarela (sentiment),0.6916602911717208,-0.22833350842737776,1.4763731628412284,0.0834,0.05626368522644043,False,False,0.1668,False
bge-m3,pt,race_ibge,SEAT_ibge_sentiment_branca_parda,SEAT IBGE: branca/parda (sentiment),1.2045600316420855,0.702811029358856,1.6046530104668997,0.0034,0.15508317947387695,True,True,0.016999999999999998,True
bge-m3,pt,race_ibge,SEAT_ibge_sentiment_branca_preta,SEAT IBGE: branca/preta (sentiment),1.4284090486999357,1.0543657384049712,1.7614272722336566,0.0006,0.19086599349975586,True,True,0.0042,True
bge-m3,pt,race_ibge,SEAT_ibge_sentiment_branca_indígena,SEAT IBGE: branca/indígena (sentiment),1.5723288448161146,1.2461976194692759,1.820093907717305,0.0,0.2105284333229065,True,True,0.0,True
bge-m3,pt,race_ibge,SEAT_ibge_status_branca_amarela,SEAT IBGE: branca/amarela (status),0.5761032089406326,-0.3951651765058107,1.3452528755697992,0.1222,0.055106133222579956,False,False,0.1668,False
bge-m3,pt,race_ibge,SEAT_ibge_status_branca_parda,SEAT IBGE: branca/parda (status),1.08468701646768,0.42011837163451865,1.5892676416995857,0.0106,0.1381703019142151,True,False,0.0424,True
bge-m3,pt,race_ibge,SEAT_ibge_status_branca_preta,SEAT IBGE: branca/preta (status),0.8890453825129262,0.05553009650995928,1.5200743009691753,0.0322,0.08505594730377197,True,False,0.09659999999999999,False
bge-m3,pt,race_ibge,SEAT_ibge_status_branca_indígena,SEAT IBGE: branca/indígena (status),1.315469589509789,0.8426903050885011,1.7075635303653425,0.0014,0.11709463596343994,True,True,0.0084,True
gemini-001,de,gender,WEAT6_professions,Gender: professions,0.5901955395832775,-0.23552856214456333,1.4574193376343831,0.1168,0.1529577374458313,False,False,0.2052,False
gemini-001,de,race_ethnicity,WEAT_race_turkish,Race: Turkish,1.2858745344164393,0.8227659109381725,1.6992081463409707,0.0142,0.08444380760192871,True,False,0.0568,False
gemini-001,de,race_ethnicity,WEAT_race_arab,Race: Arab,1.430509287941687,1.1268014726374993,1.7511461071254324,0.0112,0.10583412647247314,True,False,0.056,False
gemini-001,de,race_ethnicity,WEAT_race_african,Race: African,0.8030650597911212,-0.3325387207064891,1.6650782363997294,0.1026,0.05607324838638306,False,False,0.2052,False
gemini-001,de,race_ethnicity,WEAT_race_easteuropean,Race: Eastern European,1.0218026759629144,0.16031165955787344,1.6428973199646593,0.0576,0.05105936527252197,False,False,0.1728,False
gemini-001,de,sentiment,WEAT1_flowers_insects,Sentiment: flowers/insects,1.548525366589754,1.2871464956129153,1.774117230971318,0.0,0.1679871678352356,True,True,0.0,True
gemini-001,de,sentiment,WEAT2_instruments_weapons,Sentiment: instruments/weapons,0.8910352156580469,0.47961357585485936,1.2315870127938071,0.0006,0.20344412326812744,True,True,0.0036,True
gemini-001,en,gender,WEAT6_professions,Gender: professions,0.47240738497079704,-0.36210088668410884,1.3165461028197192,0.1538,0.11583149433135986,False,False,0.3076,False
gemini-001,en,race_ethnicity,WEAT_race_adjectives,Race: adjectives,1.0470636992764928,0.27804360383214866,1.6083505425783673,0.0484,0.07425206899642944,True,False,0.1452,False
gemini-001,en,race_ethnicity,SEAT_race_professions,Race: professions (SEAT),-0.099584912447753,-1.516615658114702,1.3410907706143154,0.5396,0.009795188903808594,False,False,0.5396,False
gemini-001,en,sentiment,WEAT1_flowers_insects,Sentiment: flowers/insects,1.2970352342649367,0.8138203926955734,1.684638310650735,0.0008,0.22472357749938965,True,True,0.004,True
gemini-001,en,sentiment,WEAT2_instruments_weapons,Sentiment: instruments/weapons,0.9293447497042953,0.23855695524896903,1.4494931530752728,0.0168,0.1023397445678711,True,False,0.0672,False
gemini-001,es,gender,WEAT6_professions,Gender: professions,0.10653367774313936,-0.7952715544052562,0.8844409443523019,0.4062,0.02169555425643921,False,False,0.8124,False
gemini-001,es,race_ethnicity,WEAT_race_moroccan,Race: Moroccan,1.2555404836153568,0.6151722750325295,1.736178107764789,0.0272,0.06592303514480591,True,False,0.13599999999999998,False
gemini-001,es,race_ethnicity,WEAT_race_latino,Race: Latin American,0.7571972856899362,-0.41095096784662516,1.6087461693370797,0.1378,0.030474483966827393,False,False,0.5512,False
gemini-001,es,race_ethnicity,WEAT_race_roma,Race: Roma,-0.7855725949790926,-1.6662044496764492,0.3875919662060587,0.8854,-0.04236692190170288,False,False,0.8854,False
gemini-001,es,race_ethnicity,WEAT_race_subsaharan,Race: Sub-Saharan,1.4508790905336566,1.1082863097866014,1.775184015882832,0.0098,0.10949701070785522,True,True,0.0588,False
gemini-001,es,sentiment,WEAT1_flowers_insects,Sentiment: flowers/insects,1.5905616215168734,1.3679290930525967,1.7859968114114662,0.0002,0.26404517889022827,True,True,0.0014,True
gemini-001,es,sentiment,WEAT2_instruments_weapons,Sentiment: instruments/weapons,0.22372999985686096,-0.31950934162791433,0.7623388258791972,0.208,0.0751197338104248,False,False,0.624,False
gemini-001,fr,gender,WEAT6_professions,Gender: professions,0.4361262489753916,-0.428913406783277,1.198713539125446,0.1772,0.08170098066329956,False,False,0.3112,False
gemini-001,fr,race_ethnicity,WEAT_race_maghrebi,Race: Maghrebi,1.4351816383170142,1.2102335139882503,1.7906700048585764,0.0054,0.11889410018920898,True,True,0.0324,True
gemini-001,fr,race_ethnicity,WEAT_race_subsaharan,Race: Sub-Saharan,0.9047633103241111,-0.16962688791687935,1.5974870736648759,0.0808,0.06382042169570923,False,False,0.26,False
gemini-001,fr,race_ethnicity,WEAT_race_muslim,Race: Muslim,1.1023698710022192,0.2747481044526208,1.6678738693772865,0.0492,0.09112662076950073,True,False,0.246,False
gemini-001,fr,race_ethnicity,WEAT_race_asian,Race: Asian,0.7292804723645262,-0.6128245680988758,1.542386114729988,0.1556,0.04625856876373291,False,False,0.3112,False
gemini-001,fr,sentiment,WEAT1_flowers_insects,Sentiment: flowers/insects,1.3800601408870488,1.0277832138597547,1.6884897817013356,0.0002,0.18592751026153564,True,True,0.0014,True
gemini-001,fr,sentiment,WEAT2_instruments_weapons,Sentiment: instruments/weapons,0.41800091020934654,-0.13073442548037276,0.9237539228963081,0.065,0.13051050901412964,False,False,0.26,False
gemini-001,pt,gender,WEAT6_professions,Gender: professions,0.24296958285501877,-0.9370950312424688,0.8729693009409454,0.3134,0.033364951610565186,False,False,0.9402,False
gemini-001,pt,race_ethnicity,WEAT_race_adjectives,Race: adjectives,1.2790817642646743,0.8404113941322584,1.6799412738493102,0.0196,0.0866660475730896,True,False,0.0784,False
gemini-001,pt,race_ethnicity,SEAT_race_professions,Race: professions (SEAT),0.20500805054477902,-1.039181785808287,1.2348022459011851,0.36,0.009308576583862305,False,False,0.9402,False
gemini-001,pt,race_ibge,IBGE_sentiment_amarela,IBGE: branca/amarela (sent.),-0.05253936967357334,-1.0577867487467127,0.8546379412936527,0.5518,0.006719708442687988,False,False,1.0,False
gemini-001,pt,race_ibge,IBGE_sentiment_parda,IBGE: branca/parda (sent.),0.8365668488272314,0.04776072803563708,1.4147422117006552,0.0382,0.08502966165542603,True,False,0.2292,False
gemini-001,pt,race_ibge,IBGE_sentiment_preta,IBGE: branca/preta (sent.),0.9612355843729811,0.26061128453117,1.4579865084881694,0.0278,0.10000509023666382,True,False,0.1946,False
gemini-001,pt,race_ibge,IBGE_sentiment_indigena,IBGE: branca/indígena (sent.),-0.11308738400181645,-1.1590056290905006,0.7794068078998712,0.596,0.0029341578483581543,False,False,1.0,False
gemini-001,pt,race_ibge,IBGE_status_amarela,IBGE: branca/amarela (status),0.6067597622735724,-0.3520213062043501,1.4102635383388191,0.1142,0.08160430192947388,False,False,0.509,False
gemini-001,pt,race_ibge,IBGE_status_parda,IBGE: branca/parda (status),1.204814665534693,0.697342131717367,1.6079194944915478,0.0036,0.1065790057182312,True,True,0.0288,True
gemini-001,pt,race_ibge,IBGE_status_preta,IBGE: branca/preta (status),0.3832793593629626,-0.6100888910798161,1.190494998216073,0.2294,0.056903064250946045,False,False,0.6881999999999999,False
gemini-001,pt,race_ibge,IBGE_status_indigena,IBGE: branca/indígena (status),0.6357074358971786,-0.28482462196756886,1.3073410005491986,0.1018,0.0618937611579895,False,False,0.509,False
gemini-001,pt,regionalism,WEAT_region_adjectives,Regionalism: adjectives,0.3792492902865186,-0.5675838126934172,1.4280739085239964,0.2308,0.02678757905960083,False,False,0.2308,False
gemini-001,pt,sentiment,WEAT1_flowers_insects,Sentiment: flowers/insects,1.108764018690933,0.5121388353518133,1.5929591564058088,0.004,0.1410035490989685,True,True,0.02,True
gemini-001,pt,sentiment,WEAT2_instruments_weapons,Sentiment: instruments/weapons,-0.7954156950390109,-1.4188990758740525,-0.038082377535943276,0.966,-0.06513851881027222,False,False,0.966,False
gemini-001,pt,race_ibge,SEAT_ibge_sentiment_branca_amarela,SEAT IBGE: branca/amarela (sentiment),-0.7927987995586077,-1.5422687433345805,0.07852074348410025,0.9376,-0.04937624931335449,False,False,1.0,False
gemini-001,pt,race_ibge,SEAT_ibge_sentiment_branca_parda,SEAT IBGE: branca/parda (sentiment),0.7891769725197647,-0.07704807588468601,1.4790059167946188,0.0628,0.04588484764099121,False,False,0.4396,False
gemini-001,pt,race_ibge,SEAT_ibge_sentiment_branca_preta,SEAT IBGE: branca/preta (sentiment),0.5527688730042543,-0.40576054018461827,1.3695637870472046,0.1478,0.03303885459899902,False,False,0.8867999999999999,False
gemini-001,pt,race_ibge,SEAT_ibge_sentiment_branca_indígena,SEAT IBGE: branca/indígena (sentiment),-0.25748681188653116,-1.331178137538622,0.660421315458804,0.6916,-0.013232886791229248,False,False,1.0,False
gemini-001,pt,race_ibge,SEAT_ibge_status_branca_amarela,SEAT IBGE: branca/amarela (status),0.08402999730726987,-0.9191272820355708,1.0283822609529245,0.4332,0.0041196346282958984,False,False,1.0,False
gemini-001,pt,race_ibge,SEAT_ibge_status_branca_parda,SEAT IBGE: branca/parda (status),1.155044585164572,0.5861756249585472,1.604877225313782,0.0068,0.07811790704727173,True,True,0.0544,False
gemini-001,pt,race_ibge,SEAT_ibge_status_branca_preta,SEAT IBGE: branca/preta (status),-0.2727758818329051,-1.182677675275859,0.7380897736704906,0.7086,-0.012421071529388428,False,False,1.0,False
gemini-001,pt,race_ibge,SEAT_ibge_status_branca_indígena,SEAT IBGE: branca/indígena (status),0.15951110024858692,-0.8856000935723892,1.060177259128193,0.3804,0.008745014667510986,False,False,1.0,False
gemini-2,de,gender,WEAT6_professions,Gender: professions,0.4024746555441862,-0.44597851012869005,1.3024248619040286,0.1908,0.0629584789276123,False,False,0.3816,False
gemini-2,de,race_ethnicity,WEAT_race_turkish,Race: Turkish,1.0359036022262818,0.15687325683485512,1.616930495275928,0.0574,0.07292839884757996,False,False,0.259,False
gemini-2,de,race_ethnicity,WEAT_race_arab,Race: Arab,0.9364415658952482,-0.12971512897975515,1.6362049418020859,0.0924,0.055012643337249756,False,False,0.2772,False
gemini-2,de,race_ethnicity,WEAT_race_african,Race: African,1.1088084637565618,0.3395476649002815,1.6402891110458542,0.0518,0.0881425142288208,False,False,0.259,False
gemini-2,de,race_ethnicity,WEAT_race_easteuropean,Race: Eastern European,0.2615820037716141,-1.0569025587895795,1.3547202818163995,0.3414,0.016098767518997192,False,False,0.3816,False
gemini-2,de,sentiment,WEAT1_flowers_insects,Sentiment: flowers/insects,1.653322775894425,1.4918615755823486,1.8200346478296852,0.0,0.28618499636650085,True,True,0.0,True
gemini-2,de,sentiment,WEAT2_instruments_weapons,Sentiment: instruments/weapons,1.3444557203507304,1.0887170092182554,1.5783418401567482,0.0,0.4019249677658081,True,True,0.0,True
gemini-2,en,gender,WEAT6_professions,Gender: professions,0.619640877836681,-0.23064267828580476,1.446336345090828,0.0864,0.17321252822875977,False,False,0.2592,False
gemini-2,en,race_ethnicity,WEAT_race_adjectives,Race: adjectives,0.07819379903907035,-1.186327396482185,1.244766017936165,0.4594,0.005929350852966309,False,False,0.9188,False
gemini-2,en,race_ethnicity,SEAT_race_professions,Race: professions (SEAT),-0.1998341127639333,-1.5274728612646327,1.254170079607886,0.6344,-0.013840138912200928,False,False,0.9188,False
gemini-2,en,sentiment,WEAT1_flowers_insects,Sentiment: flowers/insects,1.4273825979570132,1.025685251265731,1.7408183068091931,0.0,0.2928382158279419,True,True,0.0,True
gemini-2,en,sentiment,WEAT2_instruments_weapons,Sentiment: instruments/weapons,1.430823627463557,1.1391452247337088,1.7009817685997106,0.0002,0.22877883911132812,True,True,0.0008,True
gemini-2,es,gender,WEAT6_professions,Gender: professions,0.18673874561050377,-0.7098424821115836,1.0393744264437113,0.3438,0.037409961223602295,False,False,1.0,False
gemini-2,es,race_ethnicity,WEAT_race_moroccan,Race: Moroccan,1.1891656797754562,0.4602031378840667,1.785424923284189,0.0398,0.08333316445350647,True,False,0.1592,False
gemini-2,es,race_ethnicity,WEAT_race_latino,Race: Latin American,0.0674071933074401,-1.1225238069244992,1.3259822122323655,0.4648,0.00470849871635437,False,False,1.0,False
gemini-2,es,race_ethnicity,WEAT_race_roma,Race: Roma,-0.2105872960841179,-1.3056517292291951,1.170159604085201,0.632,-0.012616455554962158,False,False,1.0,False
gemini-2,es,race_ethnicity,WEAT_race_subsaharan,Race: Sub-Saharan,1.120883119573936,0.2802593933007891,1.7268572440068637,0.0268,0.09164309501647949,True,False,0.134,False
gemini-2,es,sentiment,WEAT1_flowers_insects,Sentiment: flowers/insects,1.7437240095418058,1.6220865129478437,1.8625172309771931,0.0,0.34405243396759033,True,True,0.0,True
gemini-2,es,sentiment,WEAT2_instruments_weapons,Sentiment: instruments/weapons,0.6158361769849916,0.12033645474264702,1.1028926132376493,0.0122,0.24675002694129944,True,False,0.0732,False
gemini-2,fr,gender,WEAT6_professions,Gender: professions,0.4822290511641523,-0.34391874536888095,1.3888190049115274,0.1464,0.09220325946807861,False,False,0.1464,False
gemini-2,fr,race_ethnicity,WEAT_race_maghrebi,Race: Maghrebi,1.5483904507566886,1.221844506073939,1.8707283830545849,0.0054,0.1378742754459381,True,True,0.027000000000000003,True
gemini-2,fr,race_ethnicity,WEAT_race_subsaharan,Race: Sub-Saharan,1.4944431871174044,1.2038892772658363,1.842146405205506,0.0106,0.1568126380443573,True,False,0.0424,True
gemini-2,fr,race_ethnicity,WEAT_race_muslim,Race: Muslim,1.2029380279521824,0.3823599755813129,1.7784560502420788,0.035,0.08720678091049194,True,False,0.10500000000000001,False
gemini-2,fr,race_ethnicity,WEAT_race_asian,Race: Asian,1.040390858702906,0.009951682439980446,1.7871330699015695,0.0536,0.06723248958587646,False,False,0.1072,False
gemini-2,fr,sentiment,WEAT1_flowers_insects,Sentiment: flowers/insects,1.6078531110621206,1.376151475646655,1.8108637176728708,0.0,0.28413069248199463,True,True,0.0,True
gemini-2,fr,sentiment,WEAT2_instruments_weapons,Sentiment: instruments/weapons,0.9863962171790716,0.6533628045095748,1.333891202324908,0.0,0.30432888865470886,True,True,0.0,True
gemini-2,pt,gender,WEAT6_professions,Gender: professions,-0.029884011809994053,-0.8999479893103638,0.8365244083597487,0.5182,-0.003953397274017334,False,False,0.5182,False
gemini-2,pt,race_ethnicity,WEAT_race_adjectives,Race: adjectives,1.3543202848627103,0.7227016758994976,1.8110186897959881,0.019,0.06904369592666626,True,False,0.0576,False
gemini-2,pt,race_ethnicity,SEAT_race_professions,Race: professions (SEAT),1.210024654959828,0.5063098852786786,1.7327252516629386,0.0144,0.09715062379837036,True,False,0.0576,False
gemini-2,pt,race_ibge,IBGE_sentiment_amarela,IBGE: branca/amarela (sent.),-0.5996584172632735,-1.4999951828163172,0.3099644196932078,0.8914,-0.02736017107963562,False,False,0.8914,False
gemini-2,pt,race_ibge,IBGE_sentiment_parda,IBGE: branca/parda (sent.),1.1133141891508591,0.455883586288758,1.617199080808167,0.0092,0.12477284669876099,True,True,0.046,True
gemini-2,pt,race_ibge,IBGE_sentiment_preta,IBGE: branca/preta (sent.),1.2556349761146388,0.6845145471434784,1.6908202929933165,0.005,0.0968078076839447,True,True,0.03,True
gemini-2,pt,race_ibge,IBGE_sentiment_indigena,IBGE: branca/indígena (sent.),0.3818022601104409,-0.5586046033084113,1.3429155523632155,0.2198,0.038641393184661865,False,False,0.6594,False
gemini-2,pt,race_ibge,IBGE_status_amarela,IBGE: branca/amarela (status),0.2356304774169044,-0.7458613312921962,1.1503966549907274,0.3186,0.055324554443359375,False,False,0.6594,False
gemini-2,pt,race_ibge,IBGE_status_parda,IBGE: branca/parda (status),1.4272035015113564,1.0185843163592874,1.7464053658741574,0.0002,0.22654405236244202,True,True,0.0016,True
gemini-2,pt,race_ibge,IBGE_status_preta,IBGE: branca/preta (status),1.0209151606631588,0.35343586498794266,1.5616880948020209,0.0238,0.14087897539138794,True,False,0.0952,False
gemini-2,pt,race_ibge,IBGE_status_indigena,IBGE: branca/indígena (status),1.2354659401537975,0.8011215507625026,1.6088211944599733,0.0028,0.19043999910354614,True,True,0.0196,True
gemini-2,pt,regionalism,WEAT_region_adjectives,Regionalism: adjectives,0.3626130141676285,-0.742504769981236,1.141514426966469,0.2428,0.023451894521713257,False,False,0.2428,False
gemini-2,pt,sentiment,WEAT1_flowers_insects,Sentiment: flowers/insects,1.09311384525436,0.527003540324149,1.5454330009017836,0.0042,0.11945700645446777,True,True,0.020999999999999998,True
gemini-2,pt,sentiment,WEAT2_instruments_weapons,Sentiment: instruments/weapons,0.45162620716183044,-0.3982822543057097,1.3452083398987662,0.1498,0.03840044140815735,False,False,0.2996,False
gemini-2,pt,race_ibge,SEAT_ibge_sentiment_branca_amarela,SEAT IBGE: branca/amarela (sentiment),-0.8067544591089355,-1.475938966934726,0.04272950872482585,0.9492,-0.06268841028213501,False,False,1.0,False
gemini-2,pt,race_ibge,SEAT_ibge_sentiment_branca_parda,SEAT IBGE: branca/parda (sentiment),0.9170499541494589,0.09829172420701046,1.5295296463535608,0.0352,0.07394284009933472,True,False,0.2464,False
gemini-2,pt,race_ibge,SEAT_ibge_sentiment_branca_preta,SEAT IBGE: branca/preta (sentiment),0.6987563594011108,-0.22725302341321318,1.3846913595670696,0.0774,0.04250842332839966,False,False,0.387,False
gemini-2,pt,race_ibge,SEAT_ibge_sentiment_branca_indígena,SEAT IBGE: branca/indígena (sentiment),0.03141843309784779,-0.9213270316352645,1.051787324350584,0.4744,0.0021175146102905273,False,False,1.0,False
gemini-2,pt,race_ibge,SEAT_ibge_status_branca_amarela,SEAT IBGE: branca/amarela (status),-0.07220416462055802,-1.0283759266768022,0.9175698665866718,0.5498,-0.004734814167022705,False,False,1.0,False
gemini-2,pt,race_ibge,SEAT_ibge_status_branca_parda,SEAT IBGE: branca/parda (status),1.3254273130060652,0.7965678711410057,1.729104141166037,0.0034,0.14850732684135437,True,True,0.0272,True
gemini-2,pt,race_ibge,SEAT_ibge_status_branca_preta,SEAT IBGE: branca/preta (status),0.4876792918789641,-0.492137176819058,1.3583639948167014,0.176,0.03113803267478943,False,False,0.704,False
gemini-2,pt,race_ibge,SEAT_ibge_status_branca_indígena,SEAT IBGE: branca/indígena (status),0.792440078514148,-0.054152084278829955,1.3647180725842663,0.0472,0.08026859164237976,True,False,0.2832,False
mistral-embed,de,gender,WEAT6_professions,Gender: professions,-0.033413540154475674,-0.8580037967769796,0.846678855141058,0.5284,-0.006624817848205566,False,False,0.5284,False
mistral-embed,de,race_ethnicity,WEAT_race_turkish,Race: Turkish,1.2015650148542008,0.5454280195025132,1.7601246938374198,0.0368,0.12200641632080078,True,False,0.2208,False
mistral-embed,de,race_ethnicity,WEAT_race_arab,Race: Arab,1.0917718805667544,0.26806153896926516,1.7455262278328627,0.0494,0.10521960258483887,True,False,0.2208,False
mistral-embed,de,race_ethnicity,WEAT_race_african,Race: African,0.7056684359981056,-0.5649149156721675,1.6461545457038262,0.139,0.06499630212783813,False,False,0.278,False
mistral-embed,de,race_ethnicity,WEAT_race_easteuropean,Race: Eastern European,0.9541304202636658,-0.06910831248685824,1.6947646726429257,0.0768,0.08969873189926147,False,False,0.2304,False
mistral-embed,de,sentiment,WEAT1_flowers_insects,Sentiment: flowers/insects,1.4556936698979026,1.1409078775872237,1.7325970173587308,0.0,0.1808730959892273,True,True,0.0,True
mistral-embed,de,sentiment,WEAT2_instruments_weapons,Sentiment: instruments/weapons,0.49200273350277596,-0.03687567658117803,0.9423007408510464,0.0394,0.08134013414382935,True,False,0.2208,False
